artist_id,artist,track_name,release_date,popularity,track_id,album_id,external_id,explicit,is_local,tiktok_video_count,lyrics,location_mention,names_of_location,count
3a1tBryiczPAZpgoZN9Rzg,Asake,Joha,2022-09-07,70,5UwxpuGHkwiojKDaPC5ZNu,0lzPMIAYhhUSD2BPT0VQWI,Mr. Money With The Vibe,False,False,588000,"""Joha""

Tune in to the king of sounds and blues

Se ko ma le fa
Se mo le ka ju la jo
Oya kola comot style, you wan make I change my style
Kilo kan boys, kilo kan federal
Mr Money no dey waste time, shey you no remember?
Ogaranya (oh, oh), ebelesu ah (ebele)
Make we just dey fire dey go, ko de ni suwa
Olomi'miokere, tori ikebe na super
Shey your bumbum fami gan gan, ki le gbe hallelujah

Joha
Mo ni sowa (Joha)
Toba wa (Joha)
Kojade sita (Joha)
Enu o shey durella (Joha)
Emi godzilla (Joha)
Maradona (Joha)
Jo lo coachella (Joha)
Emanuella (Joha)
Joha (Joha), jo joha (Joha)
Moni joha (Joha), jo joha (Joha)
Moni joha (Joha), jo joha (Joha)
Mi o fe wahala (Joha), jo jo joha (Joha)

I say La Campagne Tropicana (ogogo won pe ę)
Me I don dey high them tey tey marijuana
Joanna jubadi bi omo Ghana
Oun jo homelando funmi, mo ya gbe skoda (Slow down, slow down)
Screw a nigga if a nigga think I give a fuck
Me I don dey street since when dem sing gongo aso
Apala no be soca, see my team dem no be feeders
Premier league is not UEFA, small body my engine bigger gan (L'eko)

Joha
Mo ni showa (Joha)
Toba wa (Joha)
Kojade sita (Joha)
Enu o shey durella (Joha)
Emi godzilla (Joha)
Maradona (Joha)
Jo lo coachella (Joha)
Emanuella (Joha)
Joha (Joha), jo joha (Joha)
Moni joha (Joha), jo joha (Joha)
Moni joha (Joha), jo joha (Joha)
Mi o fe wahala (Joha), jo jo joha (Joha)
",yes,"La Campagne Tropicana, Ghana",2.0
4JM1zsVj1pt38Q8mhv5teI,Young Jonn,Currency,2023-02-08,55,59VpttBOjuFDpOOdqeTDiI,1yqoT8UTNOYyLHc8mIVjIT,Currency,True,False,16100,"""Currency""

Jiggy

Shout out to my mummy
Adura won lo n cover me
If you get a problem call God oh
If you get business holla me
Everybody wanna take but nobody wanna give
Omo we living inna jungle, oh no
If you get a problem call God oh (If you get a problem)
If you get business holla me

Normally
Awon omoge wan mi normally
No even bother me
Only thing I want right now is the Pounds and Dollar (Pounds and Dollar)
More money, more money
Bigi money, money, currency
Mae nobody bother me
Only thing I want right now is the Pounds and Dollar

Awon press ti ma fun ni gains ni 2023 por, ę ti gba update (She ti gbo?)
Tan ba lo hate, won ma suffocate
Ma j'akara won, ma jubilate, ma tun celebrate (Oku yin)
Dem angels in heaven chorusing it's my time
It's one of a kind and I've been through hell in this life
Raised in the jungle, used to the wildlife
Put a thorough project, now I'm a bad man
Solder ę pęlu pain, pain pelu joy
I just wanted to be heard, sheb'emi na sha le n gbo yi
La hawla wala quwwata illa billahil aliyyil azim
Now they can't stop the boy
Gbawo, gbawo, gbawo, gbawo
Powo, powo, powo, powo
Fawo, fawo, fawo, fawo
Jawo, jawo, jawo, jawo
Lawo, lawo, lawo, lawo
Make e wow, wow, wow
Ka won enemies mawu mawu
Sod'igo bi garu garu

Normally
Awon omoge wan mi normally
No even bother me
Only thing I want right now is the Pounds and Dollar (Pounds and Dollar)
More money, more money
Bigi money, money, currency
Mae nobody bother me
Only thing I want right now is the Pounds and Dollar

She'boluwa lon sho mi
Many things dey happen for my city, oh na
Many of my guys don ban mi
Opolopo lo shi wa lęwon, oh la
No be today, no be today
I wish I know then everything I know now, sho ye?
But if you know me, you go know say I'm a very bad guy on a low, oh la

Normally
Awon omoge wan mi normally
No even bother me
Only thing I want right now is the Pounds and Dollar
More money, more money
Bigi money, money, currency
Mae nobody bother me
Only thing I want right now is the Pounds and Dollar

Sha, jonza
Sha, sha
Shabalistica",no,,0.0
5JWBXFlYkBy3n2oN1To790,Mavins,Won Da Mo,2022-11-09,56,0xPz8qjfchKRCAmABJH65Z,6QwF6NbMHG9BWKNctTw2pC,Won Da Mo,False,False,250300,"""Won Da Mo""
(with Crayon, Bayanni, Magixx, LadiPoe, Ayra Starr, Johnny Drille & Boy Spyce)
(performed as Mavins)

(Vibez)
Mavins

[Rema:]
Wake up in the morning, hallelujah
Chasin' the money
Chasin' the bag
No lookin' back
Me and my gang
Steady fire we leave no gap
Gucci, Gucci, Louis V
Mix my Monster with Hennessy
My eye don dirty, I no fit see
The smell of doings shall lead me
Baby girl, why you cryin'?
Clean your tears with my currency
Bullion van outside the club
Who tell you say we need protection?
Hop in my all black challenger
All road leadin' to the dynasty
We know ourself and they know we
Hm, they know we

Won da mo (Won da mo)
Atin lo (Atin lo)
Otilo (Otilo)
Oti nlo (Oti nlo), mhm-oh
Owo nlo (Owo nlo)
Owo nbo (Owo nbo)
Won da mo (Won da mo)
The money long

[Crayon:]
Oluwa egba mi
Koma wole, kope wole
Egba mi
Make my blessings no seize
Kope wole, a sha ti de
Egba mi

[Boy Spyce:]
So what you gonna do? (Mogaraku)
All of my guys are ballers
All my ladies too (My ladies)
All of my ladies too, ah
Pull up to the pool party
Afelo faji tori aowaleku
Na me order the azul

[Bayanni:]
(Bayanni)
Pull up in a brand new Beamer, eh
Know the money be like river, eh
Who? Dey no get liver, eh
Who? Ain't nobody bigger, eh
Talo be, talo be, talo fe te
Tati fah esss, pelu shekpe
Yeah we came with the spray and the pepper
Spray and the pepper, yeah

[Magixx:]
You know say we no be regular
Na we dey give them the gbedu now
We keep it hot like the summer
We bring all the drama
We burst up their medulla (Uh-uh, uh)
Automatic
When want to the party
Bring like twenty baddies
When we show the place
New designers, we be steady shinin'
Everything I get, omo na God grace

[Crayon (LadiPoe):]
Oluwa egba mi
Koma wole, kope wole
Egba mi
Make my blessings no seize (Yes)
Kope wole (Yeah, uh), a sha ti de
Egba mi

[LadiPoe:]
They underrated me
That thing they say to me
Rap no sell 'til them start to pay money
Now they come back with a track to play for me
To get me on that need an application fee
This track was made for me
Pastor pray for me
'Cause me I no know where this high has taken me
You for like park on the chart no vacancy
We want it all now fuck waitin' patiently

[Ayra Starr:]
Step in'a the room and the energy wey me carry enter, olewu
Sabi never lose you know when I dish am them go chop am, belleful
Otilo, it's far gone
Them no fit to fathom
Nothing close to random
No dey beg your pardon
Eh, eh, eh
To the left, to the right, dribble them like e Messi
Eh, eh, eh
All your girls and your boys them dey crush on my body
Eh, eh, eh
And I move with God, so victory is certain
Eh, eh, eh
They got nothing on me

[Rema:]
Won da mo (Won da mo)
Atin lo (Atin lo)
Otilo (Otilo)
Oti nlo (Oti nlo), mhm-oh
Owo nlo (Owo nlo)
Owo nbo (Owo nbo)
Won da mo (Won da mo)
The money long

[Crayon:]
Oluwa egba mi
Koma wole, kope wole
Egba mi
Make my blessings no seize
Kope wole, a sha ti de
Egba mi

[Johnny Drille:]
I'm on the leadin' side
My people sure me die
Family for life (And keep my guys for life)
And nobody can dim our shine
We win till the end of time
Laho wowo
Oluwa egbami oh",no,,0.0
4zmZ8lVLzGc84S4v2B1rLx,Seyi Vibez,Para Boi,2023-01-06,24,7oDSvHJUY3NPdH9YKiCQwe,4Wk9EIBBsEviAPd7PdGYWI,Memory Card,False,False,29600,"""Para Boi""

Para boi
Say I to dey drop song
Nigba tin ya'wo LAPO
Hish, hish, okay, dey play
Where my girls dem pey
If you price, you pay
I'm proud of you fam
O ye ko mo mi fam
Koma pami fun awon to ni mi
I no wan go astray

Tor
Calming down is not recommended
Organically documented
Orindin, Oma penbe
Ahead, ahead
Ororo dey my head
I love money and I love myself
Mo shi riran tin ba jogor
Baby girl you be number one
Hmm, hmm, hmm

Oni kin ma b'oun ja
Olomoge Cinderella
Ajuwaya
Agbe ko loun kigbe
She stole my heart jare
Olaiwo molue
O doju e
Young Erikina
Bobo te sojue (Erikina)
A to ka lo ju e
Hold something baby hold me well
Onyema yema
O doju e
Young Erikina
Bobo te sojue (Erikina)
A to ka lo ju e
Hold something baby hold me well
Onyema yema

Fadaka pelu awon Wura, pelu awon Nimota
Eni bawa doro yii ruu oo, oma de Monka
Iwo nikan do omo merin, Oowe janaba
Iyana iba, Kini ma faa jaa
When I pull up them go gaga
Gbedu tole, Omo lile
Ikoko la fii se, e gbodo foh ooo

Tor
Calming down is not recommended
Organically documented
Orindin, oma penbe
Ahead, ahead
Ororo dey my head
I love money and I love myself
Mo shi riran tin ba jogor
Baby girl you be number one
Hmm, hmm, hmm

Oni kin ma ba owun ja
Olomoge Cinderella
Ajuway
Agbe ko loun kigbe
She stole my heart jare
Olaiwo molue
O doju e
Young Erikina
Bobo te sojue (Erikina)
A to ka lo ju e
Hold something baby hold me well
Onyema yema
O doju e
Young Erikina
Bobo te sojue (Erikina)
A to ka lo ju e
Hold something baby hold me well
Onyema yema

Yo Dibs",yes,"monka, iyana iba",2.0
1XavfPKBpNjkOfxHINlMHF,Joeboy,Body & Soul,2023-01-20,59,1lrHmP6m1Qcmhwlg2yrjdU,4CwzVkma2EkIpKwXpHHUdQ,Body & Soul,False,False,107000,"""Body & Soul""

I dey sing, you dey dance, you dey whine
When you cry I go wipe your eyes
Gimme your bag make I fill am with dough
I'm the only one, you no need another
I'll hold you down
You know this, you notice, bebe
And I've told you now
I'm right here, I dey for you, bae

E no get anywhere wey I wan go
If I could I would love you in my next life
I don't really care about tomorrow
As long as you dey right now I go dey fine
You gat me high when I'm low low
Shawty, you can take my soul
All these things wey I dey talk right now
I dey feel am for my body and bone, oh

Body and soul
Body and soul
Body and soul

I love the way you put it on me
That thing wey you dey do me e dey mad me
It's a vibe when I'm rocking your body
No competition for your side oh dem no reach
Make you look me wella I no be novice
Only you, I want don't need nobody, no

So baby girl, I'll hold you down
You know this, you notice, bebe
And I've told you now
I dey here, I dey for you, bae
I'll hold you down
You know this, you notice, bebe
And I've told you now
I dey here, I dey for you, bae

E no get anywhere wey I wan go
If I could I would love you in my next life
I don't really care about tomorrow
As long as you dey right now I go dey fine
You got me high when I'm low low
Shawty, you can take my soul
All these things wey I dey talk right now
I dey feel am for my body and soul, oh (Oh)

(I dey feel am for my body, for my body, for my body and soul)
I dey feel am, I dey feel am, I dey feel am oway

Joeboy Pon deck

(I dey feel am, I dey feel am, I dey feel am for my body and soul)

(I dey feel am, I dey feel am, I dey feel am for my body and soul)",no,,0.0
5ZJQWu95i72nZXLD8VC5ys,Spyro,Who Is Your Guy? - Remix,2023-03-03,65,3aGroTtXwkWJ7wOwKEI8Px,3PAkBEUTDOVbETaV0tnR4R,Who Is Your Guy? (Remix),False,False,3920000,"[Chorus]
Who is your guy? (Spyro)
Na only me walahi
See as we dey like beans and rice
I will never leave your side (I will never ever go)
I dedicate my time
To you my guy
Even if the road rough, I no mind
'Cause you be my gee for life

[Verse]
Yeah I'm feeling good tonight
'Cause I dey here with my guy
I get plenty for my mind (Mind)
But right now am with my guy (My guy)
I no dey fear, dem gat my back
Shey you don see my formation?
Agbalagbi combination
Sight the inspiration
And one hundred concentration
When my guy dem wole oh (Wole oh)
Bad energy far away oh (Far away oh)
I thank God for my real gees
Good friends no be money

[Chorus]
Who is your guy?
Na only me walahi
See as we dey like beans and rice
I will never leave your side (I will never ever go)
I dedicate my time
To you my guy
Even if the road rough, I no mind
'Cause you be my gee for life",no,,0.0
3a1tBryiczPAZpgoZN9Rzg,Asake,Terminator,2022-09-07,71,5ycsqezujKrwviU3VFhci1,0lzPMIAYhhUSD2BPT0VQWI,Mr. Money With The Vibe,False,False,170000,"""Terminator""

Awe
Come make we talk I no be killer killer higher higher
This your loving geti meaning for my body o
I want light my, wey my lighter higher higher
This your color no be fake oh omo mummy

My banana
Oh my bana come chop my bana
Shoni power
Boni kowa elemi lo ma last
Ejimailaika
Ejimailaka wey my sutana
Cause you de amaze
You de amaze me
Your body amazing
Don't be late
Don't keep me waiting
No procrastinating
Terminator
We done get agreement o
No terminating
Ngbo ngbo na ngbo ngbo
Nsuh suh suh na Nsuh suh suh

Mi ra noh ida leka mo rai noh
Fada mokai noh
Fami mora baby okin se minor
Omope ti gbera tan
Koye koma gbeleju
Mr money mowa available
You be my cross my agbelebu
Emi ma gbe e debe bi gokada I de deliver stable

My banana
Oh my bana come chop my bana
Shoni power
Boni kowa elemi lo ma last
Ejimailaika
Ejimailaka wey my sutana
Cause you de amaze
You de amaze me
Your body amazing
Don't be late
Don't keep me waiting
No procrastinating
Terminator
We done get agreement o
No terminating
Ngbo ngbo na ngbo ngbo
Nsuh suh suh na Nsuh suh suh

Peperi peperi pe peperi pe peperi pepe pepe
Fofori fofori fo fofori fo fofori fofo fofo
Oshe
Ke mi fo ki wo fo
Ka jo jo kilicho kilicho
If you no go mind make I be your omo do
Emi governor omo somi dodoyo
Slow wine
",no,,0.0
07iDkH5W1ZPf4ZpJpp0x45,Super Cool Cats,Cartel,2022-12-02,1,324WBVaLiv95kUvFVIoJV9,7AizBcLMiJ8tp0siT3PLIi,Cartel,True,False,50,"""Cartel""

Cartel can't mess with my cartel
Me I got a brand new cartel
Still with my OG cartel
Cartel can't mess with my cartel
Rolling with a brand new cartel
But still with my OG cartel

I might as well
Talk to this pretty sweet fine girl
Light skin fresh like Adele
Sun momi Naomi Campbell
Hennessy and Martell
Everybody drunk and I can tell
Shey na only me wey dey stand well
I look around me and I can tell
I'm so connected in my city
I'm still the cool cat of lasgidi
I'm still the nigga and I'm on my lane
More fire more ice more rain

Cartel can't mess with my cartel
Me I got a brand new cartel
Still with my OG cartel
Cartel can't mess with my cartel
Rolling with a brand new cartel
But still with my OG cartel

I might as well
Introduce you niggas to the clientele
Headed to the top only time will tell
Still a lotta records that I gotta sell
Made a promise to my mama
Now I'm getting to the bag and it's no tricks
Really got me rapping like I'm Drizzy in 06
Got the clip loaded when I'm shooting I don't miss
I was in a different type of zone when I wrote this
Baby check the fresh
Cut from a different cloth I never stretch
All the real Gs in my city pay me respect
Now I'm blowing up
And I ain't drop my own single yet
Got the spirit of a king
Niggas thinking I'm rapping
I just dey sing
It's a movie when I pull up with the team
My cartel still the hardest on the scene
You know what I mean
Back when I was twelve and I just wanted to ball
Had no money in my pocket with nobody to call
I was shooting for the stars and was hoping they fall
I was waiting on the sunlight
Tryna get this one right
Had to get my funds right
Try to play me I'm the wrong type
You now messing with the kid
I'm the hottest in the game
Nigga look at what I did

Cartel can't mess with my cartel
Me I got a brand new cartel
Still with my OG cartel
Cartel can't mess with my cartel
Rolling with a brand new cartel
But still with my OG cartel

Me I know Breezy
And I know Zaza
Me I know Jamboy
The real Larry Gaga
Me I know Sick P
Tony Montana
It's a big deal when we link up for Ghana
We dey spend raba
And we pull up in a black supercharger
If you see me high like Matt D
Black got me feeling like that o
If you see me pull up with no smile on my face
Please no vex
E fit to really be say I been stressed
Still blessed still blessed",yes,"Lasgidi, Ghana",2.0
5Jv1MsZBh0sqokFq7pU8Xg,Pheelz,Finesse,2022-03-03,51,3UqcIgObI7zZk8e7nvqmfc,09eq0dG75Fddf2HAHOotDx,Finesse,False,False,1060000,"""Finesse""

And I've been living fast life but I see it in slow mo (Olohun)
Oh no
And you see my lifestyle like a G's in the turbo (For sure)
See many people dey outside wey dey feed man zobo (bobo)
Oh no (Oh no)
And me I stand dey defend like Joseph Yobo
Bad girl say she wan Netflix and chill
So I ja ticket give am warning
If you fall in love, girl e certain
You go chop breakfast I'm not capping
Can you see dribble, Amokachi
I'm not faking this no fugazzi
You see these feelings I'm not catching
Ọmọ ọpẹ stand fit I just won dey

Ahhh, finesse (Ge ge ti)
If I broke na my business (Ye ye)
Ama shana e go bright o (Ge ge ti)
Folake for the night o (Ge ge ti)
Ahhh, finesse (Ge ge ti)
If I broke na my business (Ge ge ti)
Ama shana e go bright o (Ye ye)
Folake for the night o (Ge ge ti)

F-I-N-E-S-S-E
Fit be the reason why your bobo won dey jealous me
E fit won dey take am serious, I dey do TOSS P
No fit to resonate, I'm on a different frequency
Ahn-ahn
I don't think it's necessary
I'll be damned if there's somebody that can do like me
Mehn I be like Mo' Salah coming off the right wing
I'll cut through your defender, you no need to doubt me
I must finesse
And you know sey me I must net
Na your kele I go carry go
If me I get money pass you
If you're not careful oo
Finesse
You know say me I must net
Na your kele I go carry go
If me I get money pass you
If you're not careful oo

Ahhh, finesse (Ge ge ti)
If I broke na my business (Ye ye)
Ama shana e go bright o (Ge ge ti)
Folake for the night o (Ge ge ti)
Ahhh, finesse (Ge ge ti)
If I broke na my business (Ge ge ti)
Ama shana e go bright o (Ye ye)
Folake for the night o (Ge ge ti)
Ahhh, finesse
If I broke na my business
Ama shana e go bright o
Folake for the night o
Ahhh, finesse
If I broke na my business
Ama shana e go bright o
Folake for the night o

Ohh ohh ohh ohh
Ridimakulayooo (Rii)
Ẹ maa f'ẹjọ mi sun oh (oh sun gbalaja ja)
Ẹ maa f'ẹjọ mi sun oh
",no,,0.0
1riyucdf9zYoRbZvCO6CLb,Li2xavage,Jejely,2020-08-01,0,1jjf90y3JfPVMQSOSiHMVH,5yflWaTSVSJZd2BkJ4gsXn,Jejely,False,False,2,"Jejely, jejely o
Me I dey my lane
Cos na grace
I dey run my race

Jejely, jejely o
Me I dey my lane
I no dey complain
So make nobody come stress me
Cos omo na peace
Na peace of mind
Na I'm sure pass o
Omo na I'm sure pass o
Peace o
Na peace of mind
Na im sure pass o
Na I'm sure pass o my brother

No matter what they do
No matter what they do
No matter what they do

I only got one lifе to live
And me I dey livе am with ease
Know say EAZI come EAZI go
Flight mode steady catching my trips

You might also like
Mnike
Tyler ICU & Tumelo.za
Double Fantasy
The Weeknd
Flowers
Miley Cyrus

Cos problem no dey finish so I'm choosing my peace
Stacking my cheese
Blessing my
Blessing my peeps

Me I dey no dey look nobody face
I no dey run nobody race
Cos If lagbaja start to telli you
Wetin lagbaja eye don see you to know say

Jejely, jejely o
Me I dey my lane
Cos na grace
I dey run my race

Jejely, jejely o
Me I dey my lane
I no dey complain
So make nobody come stress me
Cos omo na peace
Na peace of mind
Na I'm sure pass o
Omo na im sure pass o
Peace o
Na peace of mind
Na I'm sure pass o
Na I'm sure pass o my brother


When ya make one million
And you want buy Benz o
Cos your paddi get Benz o
You dey borrow borrow money
Why you no first borrow sense o

Baba God don give you one hit song
And you dey find Grammy
But you get two Headies
Ore mi appreciate the head wey you get o",no,,0.0
1hNaHKp2Za5YdOAG0WnRbc,Tiwa Savage,Loaded,2022-11-07,62,3J5IO8OLj05dRaZjHBHS8D,1bz4MGZBxnYFjmCXf9lm0g,Loaded,True,False,136000,"""Loaded""

Dem never see nothing
Dem go see something
When I enter for the club, e go turn big thing
All the kele for my hood, they wan touch my thing
Kílódé? Wón fé pamí, àwon alákóbá
Supreme, mo sá Gucci down ti Louboutin
Even your Commando and your Bruce Lee
B'ón se rími l'ón bérí wón ti sè mi (Tune into the king of sound and blues)
Ye, a nípé kiní wón so?
Agbájé, agbájé give me one puff
Omo yén sáré wolé motí boń'tan
Ayé kán lo, ayé kán bo
Omó kán lo, omó kán bo
Mr. Money rora
Abìjà bìjà mo'n kon'ra
Y'all better run away fi cover
Mà l'ówá if you no get insurance

Omo oba, I dey for you, if you dey for me
J'ayé bí ení je lóttò
Yé ma puró, Pinocchio
Emí limpópó, K-Cee and JoJo
Anímáyawèrè, ya photo
Olófo lo'n bínú, ológo
Yé ma s'ebí olódo
Ninteen sixty-four, l'atín mu kókò

I'm loaded, hmm, I'm loaded
Òlómi, j'én gbe e dé'bè
My baby nobody dey there
Hmm hmm, I'm loaded, hmm, I'm loaded
Òlómi, j'én gbe e dé'bè
My baby nobody dey there

They wan jot my thing, they go learn lesson
Òpòlopò I dey carry first (T'óbá se bála, bàla, dem go collect)
Èmi da gború (Òmo ná bouncing ah)
Àwon blogger blogger t'ón fé fi mí gba star
Sex tape ò'lè bayé mi jé (Níbo?)
Ìgbadùn kékeré yen (Na who never fuck, hands in the air)
Tíwá l'omo t'óń so, t'óń so (T'óń so)
Today Germany, tomorrow na London (London)
Money too long, e nó get bus stop (Bus stop)
Wón ní kín rora, kín rora, kín rora (Ò dorímé)
They wan use dorímé finish me for here (For Orílé)
Dem no dey use me play when I enter shitta oh

Omo oba, I dey for you, if you dey for me
J'ayé bí ení je lóttò
Yé ma paró, Pinocchio
Bí limpópó, K-Cee & JoJo
Anímáyawèrè, ya photo
Olófo ń bínú, ológo
Yé ma s'ebí olódo
Ninteen sixty-four, l'atín mu kókò

I'm loaded, hmm, I'm loaded
Olóládé, gbé mi dé'bè
My baby nobody dey there
I'm loaded, hmm, I'm loaded
Olóládé, jé kín dé'bè
My baby nobody dey there",yes,"London, Germany, Shitta, Limpopo",8.0
1X6cBGnXpEpN7CmflLKmLV,Kizz Daniel,Buga (Lo Lo Lo),2022-05-03,64,4eZZofkV1OQ9GDqAgHqNpA,0nNEQYgoVlVYZEOrAC2D3h,Buga (Lo Lo Lo),False,False,5350000,"""Buga (Lo Lo Lo)""
(feat. Tekno)

Hey!
Don't Sleep
Don't Sleep
Wake up
Collect your money
Collect your money
Wake up, eh!
Collect your money
Collect your money
Wake up
Giddem

Gbe'ra, gbe'ra
Gbe'ra go get that mullah (wake up)
Mo ni ko kala
Kala gb'owo yẹn o
Kala gb'owo yẹn l'ọwọ dealer
You don work, you don try (try)
You suppose to dey j'aiye (j'aiye)
Kilo kan mi kan pesin matter o
Pesin wey don mad, oi
When I land, I land softly on a sofa floor
So far, so good, ko ni baje

Let me see you (go low lo lo)
Let me see you (go low low low low)
Buga wọn, lemme buga wọn
Lemme see you dey buga (go low low low)
Lemme see you (go low low low)
Buga wọn, lemme buga wọn
Lemme see you dey buga o (go low low low)
Lemme see you (go low low low)
Buga wọn, lemme buga wọn
Lemme see you dey buga o (go low low low)
Lemme see you (go low low low)
Buga wọn, lemme buga wọn
Lemme see you dey buga

Gbe'ra, Oh Ai
Gb'era o
Gbera
Go get the dollar (wake Up)
Go baller, kala gb'owo yẹn o
Kala gb'owo yẹn l'ọwọ dealer
You don work, you don try
You suppose to dey high
Ki lo kan wọn, o ṣẹ fun wọn
Pesin wey don mad
When I land, I land softly on a sofa floor
So far, so good, koni baje

Let me see you (go low low low)
Let me see you (go low low low)
Buga wọn, lemme buga wọn
Lemme see you dey buga (go low low low)
Lemme see you (go low low low)
Buga wọn, lemme buga wọn
Lemme see you dey buga o (go low low low)
Lemme see you (go low low low)
Buga wọn, lemme buga wọn
Lemme see you dey buga o (go low low low)
Lemme see you (go low low low)
Buga wọn, lemme see me you buga wọn
Lemme see you ooo

(Go low low low) (let me see you)
(Go low low low)
(Go low low low)
You don work, you don try
You suppose to dey fly",no,,0.0
3a1tBryiczPAZpgoZN9Rzg,Asake,Organise,2022-09-07,71,2wgvxtggKVzPkl0smF2UzI,0lzPMIAYhhUSD2BPT0VQWI,Mr. Money With The Vibe,False,False,127000,"""Organise""

Organise, every other day I organise

Organise, every other day I organise
Some of us are wise, every other person over wise
O logbon ju, o gbon, o gbon, o gbon, Iwo lo gbon ju
Agbogbon ju, ogbon, ama molo gbon go, oti logbon ju

Based on one or two polopolo
Eyan kogbagidi opolopo, hmm
O da ko jen simi, shemi je'olohun
Emi yato sawon, kan ka mi soto, ka mi soto
Ojogor jogor, e gba logo logo logo, to'ba fuck up
See tonight for the club we go turn up
Everybody ready pop, ibi pogan, ibi pogan

Gbagbe oshi (Ey, ey), awa nikan ni kososhi (Ey, ey)
I no go let anyone control
Anything wey I wan do, I go do
Gbagbe oshi (Ey, ey), awa nikan ni kososhi (Ey, ey)
I no go let anyone control
Anything wey I wan do, I go do

Organise, every other day I organise
Some of us are wise, every other person over wise
O logbon ju, o gbon, o gbon, o gbon, Iwo lo gbon ju (Ogbon, sodiki)
Agbogbon ju, ogbon, ama molo gbon go, oti logbon ju
",no,,0.0
1XavfPKBpNjkOfxHINlMHF,Joeboy,Duffel Bag,2023-04-07,59,3d04OfVqip9ZQdvboUsPg3,0SGMYduxnZ8jz9zb6eGnR0,Duffel Bag,False,False,11800,"You say you want a man wey go do you better
Olowo to na dollar
Ti o kin gbomo meta, hahan
Sexy Jola, je a lo dinner later
Omo I dey feel your style
When you break your back for me

Free me, free me, e no easy
This thing plenty, je kin risi
Plenty money for my piggy
Make I know when you wan see me, baby

Take am easy
This thing plenty, je kin risi
Plenty money for my duffel bag
Make I know when you wan see me, baby

You say you want a man wey to do you better
Olowo to na dollar
Ti o kin gbomo meta, hahan-ha-ha
Sexy Jola, je a lo dinner later
Omo I dеy feel your style

When you break it down for mе, yeah
I dey know, baby, can you see?
Many bobo wan joke you know as e be
Dem wan chop and go, on the low
But if you ready wan move me go follow go
Anything wey you do, mami
Me no go deny you
Baby no go fo jo, mami no go fold
Make I do you normally you know what I mean

You might also like
Search & Rescue
Drake
Mera Na
Sidhu Moose Wala
NO COMPETITION
Davido

Free me, free me, e no easy
This tin plenty, je kin risi
Plenty money for my piggy
Make I know when you wan see me, baby

Take am easy, this thing plenty, je kin risi
Plenty money for my duffel bag
Make I know when you wan see me, baby

You say you want a man wey to do you better
Olowo to na dollar
Ti o kin gbomo meta, hahan-ha-ha
Sexy Jola, je a lo dinner later
Omo I dey feel your style
When you break it down for me, yeah

You say you want a man wey go do you better
Do you better, do you better, do you better",no,,0.0
408vMm7y1227ASq7GmWygZ,Sarz,Monalisa,2022-05-19,77,3baPniPXS0iEII8rDUJdYP,6eGxth6Bbmudt9k7ybo5Ll,Monalisa,False,False,79700,"""Monalisa""

Baby follow my commanding like zombie
Go down on me o with your coca body
Follow my commanding like zombie
Go down on me o with your coca body

'Cause this your miliki for front na for me
Hol am for me and no go do me koni
And If your miliki na fight I submit olo
Je'n la tan ni o baby sumo yo di

Baby corner corner
Waka waka when you enter omalicha
Baby corner corner
Will you give me sugar and wahala hala

Ma jo monalisa
Ma jo monalisa
Ma jo monalisa
Ma jo monalisa
Ma jo monalisa mi
Ma jo monalisa
Ma jo monalisa
Ma jo monalisa

Girl I'll be foolish if I don't let you indulge me
Your lips like poison, I'll take my chance with you
Ibadi e lo ta bi rodo orekelewa
You're in denial, I'll show you I'm loyal
Your water bum wey drown like tsunami orekelewa o ehe
Would you hold me hold me down

In the corner corner
Waka waka when you enter omalicha
Baby corner corner
Will you give me sugar and wahala hala

Ma jo monalisa
Ma jo monalisa
Ma jo monalisa
Ma jo monalisa
Ma jo monalisa mi
Ma jo monalisa
Ma jo monalisa
Ma jo monalisa
",no,,0.0
